prefecture_id,prefecture,level,parent_slug,parent_name,child_name,url,has_children,seo_keyword
1,北海道,parent,sapporo,北海道・札幌（すすき,,/sapporo/,yes,北海道 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,旭川市,/sapporo/asahikawa-city/all/,,旭川 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,千歳市,/sapporo/chitose-city/all/,,千歳 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,函館市,/sapporo/hakodate-city/all/,,函館 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,北見市,/sapporo/kitami-city/all/,,北見 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,釧路市,/sapporo/kushiro-city/all/,,釧路 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,室蘭市,/sapporo/muroran-city/all/,,室蘭 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,帯広市,/sapporo/obihiro-city/all/,,帯広 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,札幌市（すすきの）,/sapporo/sapporo-city/all/,,札幌 メンズエステ
1,北海道,city,sapporo,北海道・札幌（すすき,苫小牧市,/sapporo/tomakomai-city/all/,,苫小牧 メンズエステ
2,青森県,parent,aomori,青森・弘前,,/aomori/,yes,青森 メンズエステ
2,青森県,city,aomori,青森・弘前,青森市,/aomori/aomori-city/all/,,青森 メンズエステ
2,青森県,city,aomori,青森・弘前,五所川原市,/aomori/goshogawara-city/all/,,五所川原 メンズエステ
2,青森県,city,aomori,青森・弘前,八戸市,/aomori/hachinohe-city/all/,,八戸 メンズエステ
2,青森県,city,aomori,青森・弘前,弘前市,/aomori/hirosaki-city/all/,,弘前 メンズエステ
2,青森県,city,aomori,青森・弘前,十和田市,/aomori/towada-city/all/,,十和田 メンズエステ
3,岩手県,parent,iwate,岩手・盛岡,,/iwate/,yes,岩手 メンズエステ
3,岩手県,city,iwate,岩手・盛岡,一関市,/iwate/ichinoseki-city/all/,,一関 メンズエステ
3,岩手県,city,iwate,岩手・盛岡,北上市,/iwate/kitakami-city/all/,,北上 メンズエステ
3,岩手県,city,iwate,岩手・盛岡,盛岡市,/iwate/morioka-city/all/,,盛岡 メンズエステ
4,宮城県,parent,sendai,宮城・仙台,,/sendai/,yes,宮城 メンズエステ
4,宮城県,city,sendai,宮城・仙台,石巻市,/sendai/ishinomaki-city/all/,,石巻 メンズエステ
4,宮城県,city,sendai,宮城・仙台,名取市,/sendai/natori-city/all/,,名取 メンズエステ
4,宮城県,city,sendai,宮城・仙台,大崎市,/sendai/osaki-city/all/,,大崎 メンズエステ
4,宮城県,city,sendai,宮城・仙台,仙台市,/sendai/sendai-city/all/,,仙台 メンズエステ
4,宮城県,city,sendai,宮城・仙台,登米市,/sendai/tome-city/all/,,登米 メンズエステ
5,秋田県,parent,akita,秋田,,/akita/,yes,秋田 メンズエステ
5,秋田県,city,akita,秋田,秋田市,/akita/akita-city/all/,,秋田 メンズエステ
6,山形県,parent,yamagata,山形・米沢,,/yamagata/,yes,山形 メンズエステ
6,山形県,city,yamagata,山形・米沢,山形市,/yamagata/yamagata-city/all/,,山形 メンズエステ
7,福島県,parent,fukushima,福島・郡山,,/fukushima/,yes,福島 メンズエステ
7,福島県,city,fukushima,福島・郡山,会津若松市,/fukushima/aizuwakamatsu-city/all/,,会津若松 メンズエステ
7,福島県,city,fukushima,福島・郡山,福島市,/fukushima/fukushima-city/all/,,福島 メンズエステ
7,福島県,city,fukushima,福島・郡山,いわき市,/fukushima/iwaki-city/all/,,いわき メンズエステ
7,福島県,city,fukushima,福島・郡山,郡山市,/fukushima/koriyama-city/all/,,郡山 メンズエステ
7,福島県,city,fukushima,福島・郡山,白河市,/fukushima/shirakawa-city/all/,,白河 メンズエステ
8,茨城県,parent,ibaraki,茨城央北（水戸・神栖）,,/ibaraki/,yes,茨城央北 メンズエステ
8,茨城県,parent,tsukuba,茨城西南（つくば・土浦）,,/tsukuba/,yes,茨城西南 メンズエステ
8,茨城県,city,ibaraki,茨城央北（水戸・神栖）,日立市,/ibaraki/hitachi-city/all/,,日立 メンズエステ
8,茨城県,city,ibaraki,茨城央北（水戸・神栖）,ひたちなか市,/ibaraki/hitachinaka-city/all/,,ひたちなか メンズエステ
8,茨城県,city,ibaraki,茨城央北（水戸・神栖）,神栖市,/ibaraki/kamisu-city/all/,,神栖 メンズエステ
8,茨城県,city,ibaraki,茨城央北（水戸・神栖）,鹿嶋市,/ibaraki/kashima-city/all/,,鹿嶋 メンズエステ
8,茨城県,city,ibaraki,茨城央北（水戸・神栖）,水戸市,/ibaraki/mito-city/all/,,水戸 メンズエステ
8,茨城県,city,ibaraki,茨城央北（水戸・神栖）,高萩市,/ibaraki/takahagi-city/all/,,高萩 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,坂東市,/tsukuba/bando-city/all/,,坂東 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,筑西市,/tsukuba/chikusei-city/all/,,筑西 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,石岡市,/tsukuba/ishioka-city/all/,,石岡 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,常総市,/tsukuba/joso-city/all/,,常総 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,古河市,/tsukuba/koga-city/all/,,古河 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,守谷市,/tsukuba/moriya-city/all/,,守谷 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,龍ケ崎市,/tsukuba/ryugasaki-city/all/,,龍ケ崎 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,取手市,/tsukuba/toride-city/all/,,取手 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,土浦市,/tsukuba/tsuchiura-city/all/,,土浦 メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,つくば市,/tsukuba/tsukuba-city/all/,,つくば メンズエステ
8,茨城県,city,tsukuba,茨城西南（つくば・土浦）,牛久市,/tsukuba/ushiku-city/all/,,牛久 メンズエステ
9,栃木県,parent,tochigi,栃木・宇都宮,,/tochigi/,yes,栃木 メンズエステ
9,栃木県,city,tochigi,栃木・宇都宮,足利市,/tochigi/ashikaga-city/all/,,足利 メンズエステ
9,栃木県,city,tochigi,栃木・宇都宮,那須塩原市,/tochigi/nasushiobara-city/all/,,那須塩原 メンズエステ
9,栃木県,city,tochigi,栃木・宇都宮,大田原市,/tochigi/otawara-city/all/,,大田原 メンズエステ
9,栃木県,city,tochigi,栃木・宇都宮,小山市,/tochigi/oyama-city/all/,,小山 メンズエステ
9,栃木県,city,tochigi,栃木・宇都宮,佐野市,/tochigi/sano-city/all/,,佐野 メンズエステ
9,栃木県,city,tochigi,栃木・宇都宮,栃木市,/tochigi/tochigi-city/all/,,栃木 メンズエステ
9,栃木県,city,tochigi,栃木・宇都宮,宇都宮市,/tochigi/utsunomiya-city/all/,,宇都宮 メンズエステ
10,群馬県,parent,gunma,群馬・高崎,,/gunma/,yes,群馬 メンズエステ
10,群馬県,city,gunma,群馬・高崎,伊勢崎市,/gunma/isezaki-city/all/,,伊勢崎 メンズエステ
10,群馬県,city,gunma,群馬・高崎,桐生市,/gunma/kiryu-city/all/,,桐生 メンズエステ
10,群馬県,city,gunma,群馬・高崎,前橋市,/gunma/maebashi-city/all/,,前橋 メンズエステ
10,群馬県,city,gunma,群馬・高崎,太田市,/gunma/ota-city/all/,,太田 メンズエステ
10,群馬県,city,gunma,群馬・高崎,高崎市,/gunma/takasaki-city/all/,,高崎 メンズエステ
10,群馬県,city,gunma,群馬・高崎,館林市,/gunma/tatebayashi-city/all/,,館林 メンズエステ
11,埼玉県,parent,ageo,上尾・宮原,,/ageo/,yes,上尾 メンズエステ
11,埼玉県,parent,kawagoe,川越・東松山,,/kawagoe/,yes,川越 メンズエステ
11,埼玉県,parent,koshigaya,越谷・春日部,,/koshigaya/,yes,越谷 メンズエステ
11,埼玉県,parent,kumagaya,熊谷・行田,,/kumagaya/,yes,熊谷 メンズエステ
11,埼玉県,parent,nishikawaguchi,西川口・蕨,,/nishikawaguchi/,yes,西川口 メンズエステ
11,埼玉県,parent,omiya,大宮・さいたま,,/omiya/,yes,大宮 メンズエステ
11,埼玉県,parent,shiki,志木・みずほ台,,/shiki/,yes,志木 メンズエステ
11,埼玉県,parent,souka,草加・谷塚,,/souka/,yes,草加 メンズエステ
11,埼玉県,parent,tokorozawa,所沢・入間,,/tokorozawa/,yes,所沢 メンズエステ
11,埼玉県,parent,urawa,浦和・武蔵浦和,,/urawa/,yes,浦和 メンズエステ
11,埼玉県,station,ageo,上尾・宮原,上尾駅,/ageo/ageo-station/all/,,上尾 メンズエステ
11,埼玉県,station,ageo,上尾・宮原,北上尾駅,/ageo/kitaageo-station/all/,,北上尾 メンズエステ
11,埼玉県,station,ageo,上尾・宮原,鴻巣駅,/ageo/konosu-station/all/,,鴻巣 メンズエステ
11,埼玉県,station,ageo,上尾・宮原,宮原駅,/ageo/miyahara-station/all/,,宮原 メンズエステ
11,埼玉県,station,ageo,上尾・宮原,桶川駅,/ageo/okegawa-station/all/,,桶川 メンズエステ
11,埼玉県,station,ageo,上尾・宮原,吹上駅,/ageo/saitama-fukiage-station/all/,,吹上 メンズエステ
11,埼玉県,station,koshigaya,越谷・春日部,蒲生駅,/koshigaya/gamou-station/all/,,蒲生 メンズエステ
11,埼玉県,station,koshigaya,越谷・春日部,春日部駅,/koshigaya/kasukabe-station/all/,,春日部 メンズエステ
11,埼玉県,station,koshigaya,越谷・春日部,北越谷駅,/koshigaya/kitakoshigaya-station/all/,,北越谷 メンズエステ
11,埼玉県,station,koshigaya,越谷・春日部,越谷駅,/koshigaya/koshigaya-station/all/,,越谷 メンズエステ
11,埼玉県,station,koshigaya,越谷・春日部,せんげん台駅,/koshigaya/sengendai-station/all/,,せんげん台 メンズエステ
11,埼玉県,station,koshigaya,越谷・春日部,新越谷駅・南越谷駅,/koshigaya/shinkoshigaya-station/all/,,新越谷 メンズエステ
11,埼玉県,station,nishikawaguchi,西川口・蕨,鳩ヶ谷駅,/nishikawaguchi/hatogaya-station/all/,,鳩ヶ谷 メンズエステ
11,埼玉県,station,nishikawaguchi,西川口・蕨,川口駅,/nishikawaguchi/kawaguchi-station/all/,,川口 メンズエステ
11,埼玉県,station,nishikawaguchi,西川口・蕨,西川口駅,/nishikawaguchi/nishikawaguchi-station/all/,,西川口 メンズエステ
11,埼玉県,station,nishikawaguchi,西川口・蕨,蕨駅,/nishikawaguchi/warabi-station/all/,,蕨 メンズエステ
11,埼玉県,station,omiya,大宮・さいたま,東大宮駅,/omiya/higashiomiya-station/all/,,東大宮 メンズエステ
11,埼玉県,station,omiya,大宮・さいたま,日進駅,/omiya/nisshin-station/all/,,日進 メンズエステ
11,埼玉県,station,omiya,大宮・さいたま,大宮駅,/omiya/omiya-station/all/,,大宮 メンズエステ
11,埼玉県,station,omiya,大宮・さいたま,さいたま新都心駅,/omiya/saitamashintoshin-station/all/,,さいたま新都心 メンズエステ
11,埼玉県,station,omiya,大宮・さいたま,土呂駅,/omiya/toro-station/all/,,土呂 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,朝霞駅,/shiki/asaka-station/all/,,朝霞 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,朝霞台駅・北朝霞駅,/shiki/asakadai-station/all/,,朝霞台 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,ふじみ野駅,/shiki/fujimino-station/all/,,ふじみ野 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,上福岡駅,/shiki/kamifukuoka-station/all/,,上福岡 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,みずほ台駅,/shiki/mizuhodai-station/all/,,みずほ台 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,新座駅,/shiki/niiza-station/all/,,新座 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,志木駅,/shiki/shiki-station/all/,,志木 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,鶴瀬駅,/shiki/tsuruse-station/all/,,鶴瀬 メンズエステ
11,埼玉県,station,shiki,志木・みずほ台,和光市駅,/shiki/wakoshi-station/all/,,和光市 メンズエステ
11,埼玉県,station,souka,草加・谷塚,新田駅,/souka/shinden-station/all/,,新田 メンズエステ
11,埼玉県,station,souka,草加・谷塚,草加駅,/souka/souka-station/all/,,草加 メンズエステ
11,埼玉県,station,souka,草加・谷塚,谷塚駅,/souka/yatsuka-station/all/,,谷塚 メンズエステ
11,埼玉県,station,tokorozawa,所沢・入間,東所沢駅,/tokorozawa/higashitokorozawa-station/all/,,東所沢 メンズエステ
11,埼玉県,station,tokorozawa,所沢・入間,小手指駅,/tokorozawa/kotesashi-station/all/,,小手指 メンズエステ
11,埼玉県,station,tokorozawa,所沢・入間,西所沢駅,/tokorozawa/nishitokorozawa-station/all/,,西所沢 メンズエステ
11,埼玉県,station,tokorozawa,所沢・入間,狭山ヶ丘駅,/tokorozawa/sayamagaoka-station/all/,,狭山ヶ丘 メンズエステ
11,埼玉県,station,tokorozawa,所沢・入間,新所沢駅,/tokorozawa/shintokorozawa-station/all/,,新所沢 メンズエステ
11,埼玉県,station,tokorozawa,所沢・入間,所沢駅,/tokorozawa/tokorozawa-station/all/,,所沢 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,東川口駅,/urawa/higashikawaguchi-station/all/,,東川口 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,東浦和駅,/urawa/higashiurawa-station/all/,,東浦和 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,北浦和駅,/urawa/kitaurawa-station/all/,,北浦和 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,北与野駅,/urawa/kitayono-station/all/,,北与野 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,南浦和駅,/urawa/minamiurawa-station/all/,,南浦和 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,武蔵浦和駅,/urawa/musashiurawa-station/all/,,武蔵浦和 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,浦和駅,/urawa/urawa-station/all/,,浦和 メンズエステ
11,埼玉県,station,urawa,浦和・武蔵浦和,与野駅,/urawa/yono-station/all/,,与野 メンズエステ
11,埼玉県,city,kawagoe,川越・東松山,東松山市,/kawagoe/higashimatsuyama-city/all/,,東松山 メンズエステ
11,埼玉県,city,kawagoe,川越・東松山,川越市,/kawagoe/kawagoe-city/all/,,川越 メンズエステ
11,埼玉県,city,kawagoe,川越・東松山,坂戸市,/kawagoe/sakado-city/all/,,坂戸 メンズエステ
11,埼玉県,city,kawagoe,川越・東松山,鶴ヶ島市,/kawagoe/tsurugashima-city/all/,,鶴ヶ島 メンズエステ
11,埼玉県,city,koshigaya,越谷・春日部,蓮田市,/koshigaya/hasuda-city/all/,,蓮田 メンズエステ
11,埼玉県,city,koshigaya,越谷・春日部,加須市,/koshigaya/kazo-city/all/,,加須 メンズエステ
11,埼玉県,city,koshigaya,越谷・春日部,久喜市,/koshigaya/kuki-city/all/,,久喜 メンズエステ
11,埼玉県,city,koshigaya,越谷・春日部,幸手市,/koshigaya/satte-city/all/,,幸手 メンズエステ
11,埼玉県,city,koshigaya,越谷・春日部,吉川市,/koshigaya/yoshikawa-city/all/,,吉川 メンズエステ
11,埼玉県,city,kumagaya,熊谷・行田,深谷市,/kumagaya/fukaya-city/all/,,深谷 メンズエステ
11,埼玉県,city,kumagaya,熊谷・行田,本庄市,/kumagaya/honjo-city/all/,,本庄 メンズエステ
11,埼玉県,city,kumagaya,熊谷・行田,熊谷市,/kumagaya/kumagaya-city/all/,,熊谷 メンズエステ
11,埼玉県,city,nishikawaguchi,西川口・蕨,戸田市,/nishikawaguchi/toda-city/all/,,戸田 メンズエステ
11,埼玉県,city,souka,草加・谷塚,三郷市,/souka/misato-city/all/,,三郷 メンズエステ
11,埼玉県,city,souka,草加・谷塚,八潮市,/souka/yashio-city/all/,,八潮 メンズエステ
11,埼玉県,city,tokorozawa,所沢・入間,飯能市,/tokorozawa/hanno-city/all/,,飯能 メンズエステ
11,埼玉県,city,tokorozawa,所沢・入間,入間市,/tokorozawa/iruma-city/all/,,入間 メンズエステ
11,埼玉県,city,tokorozawa,所沢・入間,狭山市,/tokorozawa/sayama-city/all/,,狭山 メンズエステ
12,千葉県,parent,chiba,千葉,,/chiba/,yes,千葉 メンズエステ
12,千葉県,parent,funabashi,船橋・西船橋,,/funabashi/,yes,船橋 メンズエステ
12,千葉県,parent,ichihara,市原・木更津・房総,,/ichihara/,yes,市原 メンズエステ
12,千葉県,parent,ichikawa,市川・本八幡,,/ichikawa/,yes,市川 メンズエステ
12,千葉県,parent,kashiwa,柏・我孫子,,/kashiwa/,yes,柏 メンズエステ
12,千葉県,parent,matsudo,松戸・八柱,,/matsudo/,yes,松戸 メンズエステ
12,千葉県,parent,narita,成田・富里,,/narita/,yes,成田 メンズエステ
12,千葉県,parent,tsudanuma,津田沼・習志野,,/tsudanuma/,yes,津田沼 メンズエステ
12,千葉県,parent,urayasu,浦安・行徳,,/urayasu/,yes,浦安 メンズエステ
12,千葉県,parent,yachiyo,八千代・四街道・佐倉,,/yachiyo/,yes,八千代 メンズエステ
12,千葉県,station,chiba,千葉,千葉駅・栄町駅,/chiba/chiba-station/all/,,千葉 メンズエステ
12,千葉県,station,chiba,千葉,千葉中央駅・葭川公園駅,/chiba/chibachuo-station/all/,,千葉中央 メンズエステ
12,千葉県,station,chiba,千葉,東千葉駅,/chiba/higashichiba-station/all/,,東千葉 メンズエステ
12,千葉県,station,chiba,千葉,本千葉駅・県庁前駅,/chiba/honchiba-station/all/,,本千葉 メンズエステ
12,千葉県,station,chiba,千葉,稲毛駅,/chiba/inage-station/all/,,稲毛 メンズエステ
12,千葉県,station,chiba,千葉,幕張駅・幕張本郷駅,/chiba/makuhari-station/all/,,幕張 メンズエステ
12,千葉県,station,chiba,千葉,西千葉駅,/chiba/nishichiba-station/all/,,西千葉 メンズエステ
12,千葉県,station,chiba,千葉,大森台駅,/chiba/omoridai-station/all/,,大森台 メンズエステ
12,千葉県,station,chiba,千葉,検見川駅・新検見川駅,/chiba/shinkemigawa-station/all/,,検見川 メンズエステ
12,千葉県,station,chiba,千葉,蘇我駅,/chiba/soga-station/all/,,蘇我 メンズエステ
12,千葉県,station,chiba,千葉,都賀駅,/chiba/tsuga-station/all/,,都賀 メンズエステ
12,千葉県,station,funabashi,船橋・西船橋,原木中山駅,/funabashi/barakinakayama-station/all/,,原木中山 メンズエステ
12,千葉県,station,funabashi,船橋・西船橋,船橋駅・京成船橋駅,/funabashi/funabashi-station/all/,,船橋 メンズエステ
12,千葉県,station,funabashi,船橋・西船橋,西船橋駅,/funabashi/nishifunabashi-station/all/,,西船橋 メンズエステ
12,千葉県,station,funabashi,船橋・西船橋,新船橋駅,/funabashi/shinfunabashi-station/all/,,新船橋 メンズエステ
12,千葉県,station,ichikawa,市川・本八幡,市川駅,/ichikawa/ichikawa-station/all/,,市川 メンズエステ
12,千葉県,station,ichikawa,市川・本八幡,本八幡駅・京成八幡駅,/ichikawa/motoyawata-station/all/,,本八幡 メンズエステ
12,千葉県,station,kashiwa,柏・我孫子,我孫子駅,/kashiwa/abiko-station/all/,,我孫子 メンズエステ
12,千葉県,station,kashiwa,柏・我孫子,柏駅,/kashiwa/kashiwa-station/all/,,柏 メンズエステ
12,千葉県,station,kashiwa,柏・我孫子,南柏駅,/kashiwa/minamikashiwa-station/all/,,南柏 メンズエステ
12,千葉県,station,kashiwa,柏・我孫子,天王台駅,/kashiwa/tennodai-station/all/,,天王台 メンズエステ
12,千葉県,station,matsudo,松戸・八柱,五香駅,/matsudo/goko-station/all/,,五香 メンズエステ
12,千葉県,station,matsudo,松戸・八柱,東松戸駅,/matsudo/higashimatsudo-station/all/,,東松戸 メンズエステ
12,千葉県,station,matsudo,松戸・八柱,北小金駅,/matsudo/kitakogane-station/all/,,北小金 メンズエステ
12,千葉県,station,matsudo,松戸・八柱,北松戸駅,/matsudo/kitamatsudo-station/all/,,北松戸 メンズエステ
